asset_id,filename,bin_path,file_path,used_in_timeline,notes
antique-clock-dial-close-up-vintage-pocket-watch-SBV-302556583-HD,antique-clock-dial-close-up-vintage-pocket-watch-SBV-302556583-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/antique-clock-dial-close-up-vintage-pocket-watch-SBV-302556583-HD.mp4,no,
astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD,astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD.mp4,no,
astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD (1),astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD (1).mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/astronomical-clock-clock-prague-czech-republic-closeup-sunny-SBV-311671964-HD (1).mp4,no,
sundial-time-lapse-photography-and-the-concept-of-time-change-SBV-353979853-HD,sundial-time-lapse-photography-and-the-concept-of-time-change-SBV-353979853-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/sundial-time-lapse-photography-and-the-concept-of-time-change-SBV-353979853-HD.mp4,no,
the-suns-rays-penetrate-between-the-twigs-and-bamboo-leaves-SBV-347127003-HD,the-suns-rays-penetrate-between-the-twigs-and-bamboo-leaves-SBV-347127003-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/the-suns-rays-penetrate-between-the-twigs-and-bamboo-leaves-SBV-347127003-HD.mp4,yes,
view-of-dakigaeri-gorge-or-dakigaeri-valley-in-akita-prefecture-japan-asia-popular--SBV-337823678-HD,view-of-dakigaeri-gorge-or-dakigaeri-valley-in-akita-prefecture-japan-asia-popular--SBV-337823678-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/view-of-dakigaeri-gorge-or-dakigaeri-valley-in-akita-prefecture-japan-asia-popular--SBV-337823678-HD.mp4,no,
view-from-inside-the-plane-and-clouds-SBV-352077630-HD,view-from-inside-the-plane-and-clouds-SBV-352077630-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/view-from-inside-the-plane-and-clouds-SBV-352077630-HD.mp4,no,
silver-laptop-lying-on-neat-bed-with-black-suitcase-resting-beside-window-in-hotel--SBV-352271593-HD,silver-laptop-lying-on-neat-bed-with-black-suitcase-resting-beside-window-in-hotel--SBV-352271593-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/silver-laptop-lying-on-neat-bed-with-black-suitcase-resting-beside-window-in-hotel--SBV-352271593-HD.mp4,no,
aerial-view-of-majestic-morteratsch-glacier-with-ice-crevices-and-pristine-alpine-l-SBV-351766459-HD,aerial-view-of-majestic-morteratsch-glacier-with-ice-crevices-and-pristine-alpine-l-SBV-351766459-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/aerial-view-of-majestic-morteratsch-glacier-with-ice-crevices-and-pristine-alpine-l-SBV-351766459-HD.mp4,no,
aerial-view-of-ocean-waves-SBV-352554043-HD,aerial-view-of-ocean-waves-SBV-352554043-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/aerial-view-of-ocean-waves-SBV-352554043-HD.mp4,yes,
silhouette-of-passenger-airplane-flies-across-sun-at-sunset-plane-taking-off-at-sun-SBV-354547187-HD,silhouette-of-passenger-airplane-flies-across-sun-at-sunset-plane-taking-off-at-sun-SBV-354547187-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/silhouette-of-passenger-airplane-flies-across-sun-at-sunset-plane-taking-off-at-sun-SBV-354547187-HD.mp4,yes,
woman-wearing-a-white-hoodie-sitting-on-an-airplane-seat-and-looking-out-the-window-SBV-354261554-HD,woman-wearing-a-white-hoodie-sitting-on-an-airplane-seat-and-looking-out-the-window-SBV-354261554-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/woman-wearing-a-white-hoodie-sitting-on-an-airplane-seat-and-looking-out-the-window-SBV-354261554-HD.mp4,yes,
aerial-view-of-a-vibrant-green-field-with-parallel-lines-showcasing-agricultural-pa-SBV-354452487-HD,aerial-view-of-a-vibrant-green-field-with-parallel-lines-showcasing-agricultural-pa-SBV-354452487-HD.mp4,Master/01_asset,/Users/delaxpro/Dropbox/JAL/01_asset/aerial-view-of-a-vibrant-green-field-with-parallel-lines-showcasing-agricultural-pa-SBV-354452487-HD.mp4,no,
